-2.494 3.936 2.721
-2.505 2.45 2.053
-1.275 3.7 6.169
1.484 3.403 4.798
-1.239 3.921 5.187
-3.991 2.48 5.642
-2.386 2.121 3.669
-1.226 2.466 3.584
-1.801 1.953 2.66
-1.066 0.98 0.523
0.612 1.108 3.156
-2.059 2.104 1.726
-2.703 3.673 3.045
-2.465 0.338 -0.709
-2.955 1.07 -1.672
-1.447 1.199 -1.88
-3.02 3.536 1.169
-3.633 4.159 -0.073
-1.921 2.866 3.123
-3.27 3.088 5.864
-1.018 4.509 3.434
-1.192 4.693 6.481
-0.722 5.951 9.259
-1.522 3.205 4.181
-2.492 1.993 1.694
-0.483 2.254 1.261
-3.375 -2.204 0.316
-5.434 -1.087 -5.342
-3.937 -0.105 -1.589
-5.839 -0.972 -5.578
-4.005 -2.398 -7.706
-4.414 -2.035 -8.977
-6.546 -1.705 -7.959
-5.278 -1.168 -7.648
-5.565 -3.001 -7.086
-4.024 -4.74 -6.94
-5.816 -2.313 -6.617
-4.79 -1.461 -7.365
-3.828 -1.247 -5.078
-3.791 0.43 -4.421
-2.755 -1.001 -5.488
-3.927 -2.512 -3.45
-4.764 -0.974 -5.28
-2.682 -0.651 -5.439
-2.215 2.279 0.342
0.053 5.075 2.642
-1.792 6.417 2.256
0.829 5.169 2.461
-2.248 1.483 -0.37
-1.438 3.121 1.255
-3.106 6.713 6.392
0.654 4.68 7.127
0.405 7.346 5.06
0.741 5.236 3.834
-1.496 6.959 2.867
-1.904 3.308 4.573
-3.206 4.157 6.007
-1.37 7.687 6.089
0.373 9.359 7.72
-0.098 8.552 6.687
-0.639 8.796 8.586
1.35 9.716 7.891
0.778 7.225 4.202
-0.008 9.154 5.506
0.374 8.314 3.46
0.032 9.125 0.785
-0.383 6.481 3.596
0.12 6.695 2.797
1.275 8.332 5.316
1.116 6.896 6.157
-1.372 8.72 5.322
-1.557 6.925 2.674
-0.248 6.876 4.569
-1.251 7.662 4.638
-2.764 6.093 0.296
-0.784 6.575 4.406
-1.524 8.475 5.542
-0.28 10.254 8.067
0.272 12.545 10.387
0.19 11.176 7.488
-0.113 12.152 8.615
1.107 11.301 9.256
1.258 11.086 10.519
1.445 11.32 8.964
0.272 10.863 9.965
1.829 10.962 8.398
2.466 11.686 8.997
0.053 6.548 5.688
1.283 10.374 7.63
0.364 8.494 6.795
1.326 6.897 2.74
0.731 7.521 1.553
0.422 8.269 2.837
0.946 7.169 -0.219
1.191 6.717 1.538
-0.141 10.394 4.762
-0.436 6.91 1.405
0.49 8.113 1.889
-0.105 7.702 4.574
1.28 5.242 -0.062
-1.354 6.3 -1.258
-0.429 2.401 -2.753
-0.795 5.372 0.915
-0.808 7.296 -0.385
-0.977 5.81 4.15
-0.405 7.254 1.771
-0.676 6.154 2.987
-1.768 6.896 2.828
-2.113 7.017 2.52
-2.166 3.458 0.297
-1.691 3.507 -1.706
-3.417 1.73 -5.819
-4.038 2.447 -3.787
-2.542 -0.541 -4.67
-3.926 0.601 -4.746
-2.876 -0.17 -4.747
-5.056 0.389 -7.27
-3.867 1.265 -4.767
-7.144 0.879 -7.339
-6.13 -0.625 -4.779
-6.021 -0.813 -8.118
-6.359 -2.092 -10.869
-6.836 -2.716 -13.642
-6.706 -3.571 -13.437
-8.224 -2.385 -15.901
-8.277 -4.303 -15.835
-6.552 -2.983 -15.84
-8.657 -4.099 -14.838
-6.335 -4.967 -16.349
-6.607 -1.668 -13.395
-6.904 -3.081 -13.606
-6.569 -1.843 -10.805
-7.472 -2.857 -10.081
-7.234 -4.343 -8.626
-6.454 -2.063 -10.318
-4.952 -2.774 -12.465
-6.645 -1.662 -6.563
-8.745 -0.775 -9.749
-7.483 -4.008 -9.066
-9.193 -3.669 -10.378
-6.633 -5.249 -14.221
-7.611 -4.951 -12.121
-5.047 -4.014 -8.977
-4.603 -0.789 -3.004
-4.963 -2.954 -4.902
-3.725 2.032 -0.959
-5.434 0.692 -1.542
-4.35 2.02 1.328
-6.777 0.274 1.984
-4.145 3.691 1.087
-4.555 1.276 2.611
-5.514 2.442 3.167
-4.623 2.377 3.894
-4.854 3.287 4.71
-5.073 0.203 -0.633
-4.979 1.097 3.08
-7.862 1.906 -3.948
-6.745 -2.206 -4.359
-4.692 -1.171 -2.239
-7.118 0.75 1.603
-8.264 1.547 2.222
-6.846 0.027 -1.254
-6.56 1.008 0.172
-6.872 4.747 1.07
-5.316 2.384 2.973
-6.997 3.017 5.897
-5.954 2.261 5.971
-9.824 0.192 4.197
-6.862 2.258 4.765
-6.58 2.635 5.024
-5.218 2.45 3.773
-7.333 5.967 7.402
-6.648 5.323 7.836
-7.137 2.493 4.234
-7.141 5.088 6.104
-7.401 3.84 7.222
-6.423 2.82 4.328
-6.335 3.162 8.968
-7.944 5.583 9.14
-7.382 6.54 10.005
-7.441 6.344 12.54
-4.507 7.807 13.706
-6.124 7.865 11.034
-8.583 7.448 10.273
-8.056 3.501 9.842
-6.668 7.193 11.682
-4.481 5.7 10.56
-5.68 7.526 11.228
-5.524 8.6 15.134
-7.428 5.931 13.374
-7.487 5.476 14.912
-4.946 7.863 12.425
-5.761 5.074 13.718
-5.9 5.852 13.576
-4.92 7.194 16.73
-6.009 5.425 14.971
-4.597 5.587 11.051
-6.979 5.336 11.695
-5.775 4.834 12.27
-7.276 6.546 11.782
-2.99 8.135 14.998
-6.776 5.103 13.202
-6.56 5.405 9.206
-6.491 7.554 11.432
-6.11 2.208 9.886
-6.732 7.174 7.965
-7.373 6.459 9.046
-8.037 5.081 6.183
-5.251 4.808 8.575
-7.673 3.726 4.567
-4.107 5.031 5.228
-6.64 5.388 4.779
-6.629 2.798 7.584
-6.352 2.38 4.622
-7.674 1.647 4.139
-9.572 1.192 4.028
-8.024 0.563 1.566
-7.124 1.377 0.807
-8.201 4.366 5.079
-9.248 3.469 4.557
-7.558 2.386 -0.856
-8.826 2.456 -0.589
-8.096 4.658 3.424
-6.831 5.898 5.494
-7.998 3.874 5.644
-8.37 1.965 2.932
-6.257 4.47 2.897
-7.257 2.099 1.248
-9.07 0.956 0.758
-9.648 2.448 2.933
-9.214 1.273 0.863
-9.864 0.565 -0.467
-8.78 1.687 2.623
-9.248 0.283 2.448
-9.955 -0.533 4.343
-10.209 -1.633 1.391
-9.595 -2.679 3.179
-10.9 0.021 7.176
-9.915 1.542 3.753
-8.464 -0.507 2.658
-10.777 -1.383 2.821
-9.184 -0.191 3.399
-9.413 -1.512 2.499
-10.035 1.161 3.421
-10.06 0.815 7.629
-8.988 1.396 6.709
-8.723 2.238 5.449
-8.229 4.414 9.412
-7.271 5.082 9.824
-6.217 3.614 11.439
